Year,Type of economic activity,Organisation and legal forms,Region,Value
2020,renting_and_leasing_of_air_transport_equipment,,,
2021,renting_and_leasing_of_air_transport_equipment,,,33.3
2022,renting_and_leasing_of_air_transport_equipment,,,25.0
2023,renting_and_leasing_of_air_transport_equipment,,,28.6
2024,renting_and_leasing_of_air_transport_equipment,,,33.3
2025,renting_and_leasing_of_air_transport_equipment,,,
2015,renting_and_leasing_of_other_machinery_equipment_and_tangible_goods_n_e_c,,,
2016,renting_and_leasing_of_other_machinery_equipment_and_tangible_goods_n_e_c,,,
2017,renting_and_leasing_of_other_machinery_equipment_and_tangible_goods_n_e_c,,,
2018,renting_and_leasing_of_other_machinery_equipment_and_tangible_goods_n_e_c,,,
2019,renting_and_leasing_of_other_machinery_equipment_and_tangible_goods_n_e_c,,,
2020,renting_and_leasing_of_other_machinery_equipment_and_tangible_goods_n_e_c,,,
2021,renting_and_leasing_of_other_machinery_equipment_and_tangible_goods_n_e_c,,,30.4
2022,renting_and_leasing_of_other_machinery_equipment_and_tangible_goods_n_e_c,,,29.9
2023,renting_and_leasing_of_other_machinery_equipment_and_tangible_goods_n_e_c,,,30.4
2024,renting_and_leasing_of_other_machinery_equipment_and_tangible_goods_n_e_c,,,31.8
2025,renting_and_leasing_of_other_machinery_equipment_and_tangible_goods_n_e_c,,,
2015,leasing_of_intellectual_property_and_similar_products_except_copyrighted_works,,,
2016,leasing_of_intellectual_property_and_similar_products_except_copyrighted_works,,,
2017,leasing_of_intellectual_property_and_similar_products_except_copyrighted_works,,,
2018,leasing_of_intellectual_property_and_similar_products_except_copyrighted_works,,,
2019,leasing_of_intellectual_property_and_similar_products_except_copyrighted_works,,,
2020,leasing_of_intellectual_property_and_similar_products_except_copyrighted_works,,,
2021,leasing_of_intellectual_property_and_similar_products_except_copyrighted_works,,,33.2
2022,leasing_of_intellectual_property_and_similar_products_except_copyrighted_works,,,33.3
2023,leasing_of_intellectual_property_and_similar_products_except_copyrighted_works,,,31.3
2024,leasing_of_intellectual_property_and_similar_products_except_copyrighted_works,,,40.6
2025,leasing_of_intellectual_property_and_similar_products_except_copyrighted_works,,,
2015,activities_of_employment_placement_agencies,,,
2016,activities_of_employment_placement_agencies,,,
2017,activities_of_employment_placement_agencies,,,
2018,activities_of_employment_placement_agencies,,,
2019,activities_of_employment_placement_agencies,,,
2020,activities_of_employment_placement_agencies,,,
2021,activities_of_employment_placement_agencies,,,43.5
2022,activities_of_employment_placement_agencies,,,44.8
2023,activities_of_employment_placement_agencies,,,45.4
2024,activities_of_employment_placement_agencies,,,47.5
2025,activities_of_employment_placement_agencies,,,
2015,temporary_employment_agency_activities,,,
2016,temporary_employment_agency_activities,,,
2017,temporary_employment_agency_activities,,,
2018,temporary_employment_agency_activities,,,
2019,temporary_employment_agency_activities,,,
2020,temporary_employment_agency_activities,,,
2021,temporary_employment_agency_activities,,,48.2
2022,temporary_employment_agency_activities,,,43.1
2023,temporary_employment_agency_activities,,,42.6
2024,temporary_employment_agency_activities,,,47.6
2025,temporary_employment_agency_activities,,,
2015,other_human_resources_provision,,,
2016,other_human_resources_provision,,,
2017,other_human_resources_provision,,,
2018,other_human_resources_provision,,,
2019,other_human_resources_provision,,,
2020,other_human_resources_provision,,,
2021,other_human_resources_provision,,,46.9
2022,other_human_resources_provision,,,49.3
2023,other_human_resources_provision,,,51.1
2024,other_human_resources_provision,,,56.1
2025,other_human_resources_provision,,,
2015,travel_agency_activities,,,
2016,travel_agency_activities,,,
2017,travel_agency_activities,,,
2018,travel_agency_activities,,,
2019,travel_agency_activities,,,
2020,travel_agency_activities,,,
2021,travel_agency_activities,,,67.8
2022,travel_agency_activities,,,68.4
2023,travel_agency_activities,,,67.5
2024,travel_agency_activities,,,68.7
2025,travel_agency_activities,,,
2015,tour_operator_activities,,,
2016,tour_operator_activities,,,
2017,tour_operator_activities,,,
2018,tour_operator_activities,,,
2019,tour_operator_activities,,,
2020,tour_operator_activities,,,
2021,tour_operator_activities,,,64.0
2022,tour_operator_activities,,,64.2
2023,tour_operator_activities,,,61.6
2024,tour_operator_activities,,,62.7
2025,tour_operator_activities,,,
2015,other_reservation_service_and_related_activities,,,
2016,other_reservation_service_and_related_activities,,,
2017,other_reservation_service_and_related_activities,,,
2018,other_reservation_service_and_related_activities,,,
2019,other_reservation_service_and_related_activities,,,
2020,other_reservation_service_and_related_activities,,,
2021,other_reservation_service_and_related_activities,,,46.9
2022,other_reservation_service_and_related_activities,,,46.9
2023,other_reservation_service_and_related_activities,,,50.4
2024,other_reservation_service_and_related_activities,,,51.8
2025,other_reservation_service_and_related_activities,,,
2015,private_security_activities,,,
2016,private_security_activities,,,
2017,private_security_activities,,,
2018,private_security_activities,,,
2019,private_security_activities,,,
2020,private_security_activities,,,
2021,private_security_activities,,,12.2
2022,private_security_activities,,,11.9
2023,private_security_activities,,,12.8
2024,private_security_activities,,,15.4
2025,private_security_activities,,,
2015,security_systems_service_activities,,,
2016,security_systems_service_activities,,,
2017,security_systems_service_activities,,,
2018,security_systems_service_activities,,,
2019,security_systems_service_activities,,,
2020,security_systems_service_activities,,,
2021,security_systems_service_activities,,,17.8
2022,security_systems_service_activities,,,17.5
2023,security_systems_service_activities,,,17.9
2024,security_systems_service_activities,,,19.9
2025,security_systems_service_activities,,,
2015,investigation_activities,,,
2016,investigation_activities,,,
2017,investigation_activities,,,
2018,investigation_activities,,,
2019,investigation_activities,,,
2020,investigation_activities,,,
2021,investigation_activities,,,12.7
2022,investigation_activities,,,14.9
2023,investigation_activities,,,12.2
2024,investigation_activities,,,11.1
2025,investigation_activities,,,
2015,combined_facilities_support_activities,,,
2016,combined_facilities_support_activities,,,
2017,combined_facilities_support_activities,,,
2018,combined_facilities_support_activities,,,
2019,combined_facilities_support_activities,,,
2020,combined_facilities_support_activities,,,
2021,combined_facilities_support_activities,,,44.2
2022,combined_facilities_support_activities,,,44.3
2023,combined_facilities_support_activities,,,44.5
2024,combined_facilities_support_activities,,,45.0
2025,combined_facilities_support_activities,,,
2015,general_cleaning_of_buildings,,,
2016,general_cleaning_of_buildings,,,
2017,general_cleaning_of_buildings,,,
2018,general_cleaning_of_buildings,,,
2019,general_cleaning_of_buildings,,,
2020,general_cleaning_of_buildings,,,
2021,general_cleaning_of_buildings,,,40.8
2022,general_cleaning_of_buildings,,,42.4
2023,general_cleaning_of_buildings,,,40.4
2024,general_cleaning_of_buildings,,,45.7
2025,general_cleaning_of_buildings,,,
2015,other_building_and_industrial_cleaning_activities,,,
2016,other_building_and_industrial_cleaning_activities,,,
2017,other_building_and_industrial_cleaning_activities,,,
2018,other_building_and_industrial_cleaning_activities,,,
2019,other_building_and_industrial_cleaning_activities,,,
2020,other_building_and_industrial_cleaning_activities,,,
2021,other_building_and_industrial_cleaning_activities,,,25.7
2022,other_building_and_industrial_cleaning_activities,,,27.8
2023,other_building_and_industrial_cleaning_activities,,,27.0
2024,other_building_and_industrial_cleaning_activities,,,28.5
2025,other_building_and_industrial_cleaning_activities,,,
2015,other_cleaning_activities,,,
2016,other_cleaning_activities,,,
2017,other_cleaning_activities,,,
2018,other_cleaning_activities,,,
2019,other_cleaning_activities,,,
2020,other_cleaning_activities,,,
2021,other_cleaning_activities,,,24.6
2022,other_cleaning_activities,,,25.0
2023,other_cleaning_activities,,,23.9
2024,other_cleaning_activities,,,24.5
2025,other_cleaning_activities,,,
2015,landscape_service_activities,,,
2016,landscape_service_activities,,,
2017,landscape_service_activities,,,
2018,landscape_service_activities,,,
2019,landscape_service_activities,,,
2020,landscape_service_activities,,,
2021,landscape_service_activities,,,28.8
2022,landscape_service_activities,,,28.8
2023,landscape_service_activities,,,28.8
2024,landscape_service_activities,,,28.8
2025,landscape_service_activities,,,
2015,combined_office_administrative_service_activities,,,
2016,combined_office_administrative_service_activities,,,
2017,combined_office_administrative_service_activities,,,
2018,combined_office_administrative_service_activities,,,
2019,combined_office_administrative_service_activities,,,
2020,combined_office_administrative_service_activities,,,
2021,combined_office_administrative_service_activities,,,43.9
2022,combined_office_administrative_service_activities,,,33.0
2023,combined_office_administrative_service_activities,,,37.8
2024,combined_office_administrative_service_activities,,,46.5
2025,combined_office_administrative_service_activities,,,
2015,photocopying_document_preparation_and_other_specialised_office_support_activities,,,
2016,photocopying_document_preparation_and_other_specialised_office_support_activities,,,
2017,photocopying_document_preparation_and_other_specialised_office_support_activities,,,
2018,photocopying_document_preparation_and_other_specialised_office_support_activities,,,
2019,photocopying_document_preparation_and_other_specialised_office_support_activities,,,
2020,photocopying_document_preparation_and_other_specialised_office_support_activities,,,
2021,photocopying_document_preparation_and_other_specialised_office_support_activities,,,46.2
2022,photocopying_document_preparation_and_other_specialised_office_support_activities,,,41.4
2023,photocopying_document_preparation_and_other_specialised_office_support_activities,,,62.5
2024,photocopying_document_preparation_and_other_specialised_office_support_activities,,,44.4
2025,photocopying_document_preparation_and_other_specialised_office_support_activities,,,
2015,activities_of_call_centres,,,
2016,activities_of_call_centres,,,
2017,activities_of_call_centres,,,
2018,activities_of_call_centres,,,
2019,activities_of_call_centres,,,
2020,activities_of_call_centres,,,
2021,activities_of_call_centres,,,44.1
2022,activities_of_call_centres,,,39.2
2023,activities_of_call_centres,,,44.5
2024,activities_of_call_centres,,,45.7
2025,activities_of_call_centres,,,
2015,organisation_of_conventions_and_trade_shows,,,
2016,organisation_of_conventions_and_trade_shows,,,
2017,organisation_of_conventions_and_trade_shows,,,
2018,organisation_of_conventions_and_trade_shows,,,
2019,organisation_of_conventions_and_trade_shows,,,
2020,organisation_of_conventions_and_trade_shows,,,
2021,organisation_of_conventions_and_trade_shows,,,46.3
2022,organisation_of_conventions_and_trade_shows,,,47.8
2023,organisation_of_conventions_and_trade_shows,,,47.0
2024,organisation_of_conventions_and_trade_shows,,,48.4
2025,organisation_of_conventions_and_trade_shows,,,
2015,activities_of_collection_agencies_and_credit_bureaus,,,
2016,activities_of_collection_agencies_and_credit_bureaus,,,
2017,activities_of_collection_agencies_and_credit_bureaus,,,
2018,activities_of_collection_agencies_and_credit_bureaus,,,
2019,activities_of_collection_agencies_and_credit_bureaus,,,
2020,activities_of_collection_agencies_and_credit_bureaus,,,
2021,activities_of_collection_agencies_and_credit_bureaus,,,14.5
2022,activities_of_collection_agencies_and_credit_bureaus,,,14.6
2023,activities_of_collection_agencies_and_credit_bureaus,,,21.6
2024,activities_of_collection_agencies_and_credit_bureaus,,,31.8
2025,activities_of_collection_agencies_and_credit_bureaus,,,
2015,packaging_activities,,,
2016,packaging_activities,,,
2017,packaging_activities,,,
2018,packaging_activities,,,
2019,packaging_activities,,,
2020,packaging_activities,,,
2021,packaging_activities,,,30.4
2022,packaging_activities,,,31.7
2023,packaging_activities,,,34.6
2024,packaging_activities,,,33.3
2025,packaging_activities,,,
2015,other_business_support_service_activities_n_e_c,,,
2016,other_business_support_service_activities_n_e_c,,,
2017,other_business_support_service_activities_n_e_c,,,
2018,other_business_support_service_activities_n_e_c,,,
2019,other_business_support_service_activities_n_e_c,,,
2020,other_business_support_service_activities_n_e_c,,,
2021,other_business_support_service_activities_n_e_c,,,34.3
2022,other_business_support_service_activities_n_e_c,,,33.4
2023,other_business_support_service_activities_n_e_c,,,33.1
2024,other_business_support_service_activities_n_e_c,,,33.5
2025,other_business_support_service_activities_n_e_c,,,
2015,general_government_administration,,,
2016,general_government_administration,,,
2017,general_government_administration,,,
2018,general_government_administration,,,
2019,general_government_administration,,,
2020,general_government_administration,,,
2021,general_government_administration,,,60.7
2022,general_government_administration,,,60.8
2023,general_government_administration,,,61.3
2024,general_government_administration,,,62.2
2025,general_government_administration,,,
2015,regulation_in_the_fields_of_health_education_culture_and_other_social_sectors_except_compulsory_social_insurance,,,
2016,regulation_in_the_fields_of_health_education_culture_and_other_social_sectors_except_compulsory_social_insurance,,,
2017,regulation_in_the_fields_of_health_education_culture_and_other_social_sectors_except_compulsory_social_insurance,,,
2018,regulation_in_the_fields_of_health_education_culture_and_other_social_sectors_except_compulsory_social_insurance,,,
2019,regulation_in_the_fields_of_health_education_culture_and_other_social_sectors_except_compulsory_social_insurance,,,
2020,regulation_in_the_fields_of_health_education_culture_and_other_social_sectors_except_compulsory_social_insurance,,,
2021,regulation_in_the_fields_of_health_education_culture_and_other_social_sectors_except_compulsory_social_insurance,,,72.7
2022,regulation_in_the_fields_of_health_education_culture_and_other_social_sectors_except_compulsory_social_insurance,,,73.5
2023,regulation_in_the_fields_of_health_education_culture_and_other_social_sectors_except_compulsory_social_insurance,,,75.3
2024,regulation_in_the_fields_of_health_education_culture_and_other_social_sectors_except_compulsory_social_insurance,,,75.5
2025,regulation_in_the_fields_of_health_education_culture_and_other_social_sectors_except_compulsory_social_insurance,,,
2015,regulation_and_promotion_of_effective_economic_activity,,,
2016,regulation_and_promotion_of_effective_economic_activity,,,
2017,regulation_and_promotion_of_effective_economic_activity,,,
2018,regulation_and_promotion_of_effective_economic_activity,,,
2019,regulation_and_promotion_of_effective_economic_activity,,,
2020,regulation_and_promotion_of_effective_economic_activity,,,
2021,regulation_and_promotion_of_effective_economic_activity,,,22.5
2022,regulation_and_promotion_of_effective_economic_activity,,,23.1
2023,regulation_and_promotion_of_effective_economic_activity,,,26.8
2024,regulation_and_promotion_of_effective_economic_activity,,,30.1
2025,regulation_and_promotion_of_effective_economic_activity,,,
2015,international_activities,,,
2016,international_activities,,,
2017,international_activities,,,
2018,international_activities,,,
2019,international_activities,,,
2020,international_activities,,,
2021,international_activities,,,19.2
2022,international_activities,,,23.3
2023,international_activities,,,21.9
2024,international_activities,,,21.4
2025,international_activities,,,
2015,activities_in_the_field_of_defense,,,
2016,activities_in_the_field_of_defense,,,
2017,activities_in_the_field_of_defense,,,
2018,activities_in_the_field_of_defense,,,
2019,activities_in_the_field_of_defense,,,
2020,activities_in_the_field_of_defense,,,
2021,activities_in_the_field_of_defense,,,4.2
2022,activities_in_the_field_of_defense,,,4.1
2023,activities_in_the_field_of_defense,,,4.3
2024,activities_in_the_field_of_defense,,,4.6
2025,activities_in_the_field_of_defense,,,
2015,activities_in_the_field_of_justice_and_justice,,,
2016,activities_in_the_field_of_justice_and_justice,,,
2017,activities_in_the_field_of_justice_and_justice,,,
2018,activities_in_the_field_of_justice_and_justice,,,
2019,activities_in_the_field_of_justice_and_justice,,,
2020,activities_in_the_field_of_justice_and_justice,,,
2021,activities_in_the_field_of_justice_and_justice,,,54.1
2022,activities_in_the_field_of_justice_and_justice,,,54.6
2023,activities_in_the_field_of_justice_and_justice,,,53.8
2024,activities_in_the_field_of_justice_and_justice,,,53.5
2025,activities_in_the_field_of_justice_and_justice,,,
2015,activities_in_the_field_of_public_order_and_safety,,,
2016,activities_in_the_field_of_public_order_and_safety,,,
2017,activities_in_the_field_of_public_order_and_safety,,,
2018,activities_in_the_field_of_public_order_and_safety,,,
2019,activities_in_the_field_of_public_order_and_safety,,,
2020,activities_in_the_field_of_public_order_and_safety,,,
2021,activities_in_the_field_of_public_order_and_safety,,,3.0
2022,activities_in_the_field_of_public_order_and_safety,,,3.3
2023,activities_in_the_field_of_public_order_and_safety,,,3.8
2024,activities_in_the_field_of_public_order_and_safety,,,4.0
2025,activities_in_the_field_of_public_order_and_safety,,,
2015,activities_of_fire_services,,,
2016,activities_of_fire_services,,,
2017,activities_of_fire_services,,,
2018,activities_of_fire_services,,,
2019,activities_of_fire_services,,,
2020,activities_of_fire_services,,,
2021,activities_of_fire_services,,,2.5
2022,activities_of_fire_services,,,2.3
2023,activities_of_fire_services,,,2.5
2024,activities_of_fire_services,,,2.5
2025,activities_of_fire_services,,,
2015,activities_in_the_field_of_compulsory_social_insurance,,,
2016,activities_in_the_field_of_compulsory_social_insurance,,,
2017,activities_in_the_field_of_compulsory_social_insurance,,,
2018,activities_in_the_field_of_compulsory_social_insurance,,,
2019,activities_in_the_field_of_compulsory_social_insurance,,,
2020,activities_in_the_field_of_compulsory_social_insurance,,,
2021,activities_in_the_field_of_compulsory_social_insurance,,,54.7
2022,activities_in_the_field_of_compulsory_social_insurance,,,56.8
2023,activities_in_the_field_of_compulsory_social_insurance,,,60.8
2024,activities_in_the_field_of_compulsory_social_insurance,,,65.1
2025,activities_in_the_field_of_compulsory_social_insurance,,,
2015,pre_primary_education,,,
2016,pre_primary_education,,,
2017,pre_primary_education,,,
2018,pre_primary_education,,,
2019,pre_primary_education,,,
2020,pre_primary_education,,,
2021,pre_primary_education,,,98.8
2022,pre_primary_education,,,98.9
2023,pre_primary_education,,,99.0
2024,pre_primary_education,,,99.0
2025,pre_primary_education,,,
2015,primary_education,,,
2016,primary_education,,,
2017,primary_education,,,
2018,primary_education,,,
2019,primary_education,,,
2020,primary_education,,,
2021,primary_education,,,89.5
2022,primary_education,,,90.1
2023,primary_education,,,89.7
2024,primary_education,,,89.7
2025,primary_education,,,
2015,general_secondary_education,,,
2016,general_secondary_education,,,
2017,general_secondary_education,,,
2018,general_secondary_education,,,
2019,general_secondary_education,,,
2020,general_secondary_education,,,
2021,general_secondary_education,,,72.3
2022,general_secondary_education,,,73.4
2023,general_secondary_education,,,74.0
2024,general_secondary_education,,,74.4
2025,general_secondary_education,,,
2015,technical_and_vocational_secondary_education,,,
2016,technical_and_vocational_secondary_education,,,
2017,technical_and_vocational_secondary_education,,,
2018,technical_and_vocational_secondary_education,,,
2019,technical_and_vocational_secondary_education,,,
2020,technical_and_vocational_secondary_education,,,
2021,technical_and_vocational_secondary_education,,,32.1
2022,technical_and_vocational_secondary_education,,,32.0
2023,technical_and_vocational_secondary_education,,,32.3
2024,technical_and_vocational_secondary_education,,,33.8
2025,technical_and_vocational_secondary_education,,,
2015,post_secondary_non_tertiary_education,,,
2016,post_secondary_non_tertiary_education,,,
2017,post_secondary_non_tertiary_education,,,
2018,post_secondary_non_tertiary_education,,,
2019,post_secondary_non_tertiary_education,,,
2020,post_secondary_non_tertiary_education,,,
2021,post_secondary_non_tertiary_education,,,40.6
2022,post_secondary_non_tertiary_education,,,40.7
2023,post_secondary_non_tertiary_education,,,44.5
2024,post_secondary_non_tertiary_education,,,43.7
2025,post_secondary_non_tertiary_education,,,
2015,tertiary_education,,,
2016,tertiary_education,,,
2017,tertiary_education,,,
2018,tertiary_education,,,
2019,tertiary_education,,,
2020,tertiary_education,,,
2021,tertiary_education,,,26.7
2022,tertiary_education,,,27.4
2023,tertiary_education,,,26.7
2024,tertiary_education,,,27.6
2025,tertiary_education,,,
2015,sports_and_recreation_education,,,
2016,sports_and_recreation_education,,,
2017,sports_and_recreation_education,,,
2018,sports_and_recreation_education,,,
2019,sports_and_recreation_education,,,
2020,sports_and_recreation_education,,,
2021,sports_and_recreation_education,,,24.0
2022,sports_and_recreation_education,,,23.0
2023,sports_and_recreation_education,,,24.3
2024,sports_and_recreation_education,,,24.3
2025,sports_and_recreation_education,,,
2015,cultural_education,,,
2016,cultural_education,,,
2017,cultural_education,,,
2018,cultural_education,,,
2019,cultural_education,,,
2020,cultural_education,,,
2021,cultural_education,,,69.7
2022,cultural_education,,,70.1
2023,cultural_education,,,71.2
2024,cultural_education,,,72.5
2025,cultural_education,,,
2015,driving_school_activities,,,
2016,driving_school_activities,,,
2017,driving_school_activities,,,
2018,driving_school_activities,,,
2019,driving_school_activities,,,
2020,driving_school_activities,,,
2021,driving_school_activities,,,26.5
2022,driving_school_activities,,,26.3
2023,driving_school_activities,,,28.3
2024,driving_school_activities,,,30.7
2025,driving_school_activities,,,
2015,other_education_n_e_c,,,
2016,other_education_n_e_c,,,
2017,other_education_n_e_c,,,
2018,other_education_n_e_c,,,
2019,other_education_n_e_c,,,
2020,other_education_n_e_c,,,
2021,other_education_n_e_c,,,65.6
2022,other_education_n_e_c,,,66.7
2023,other_education_n_e_c,,,67.6
2024,other_education_n_e_c,,,68.5
2025,other_education_n_e_c,,,
2015,educational_support_activities,,,
2016,educational_support_activities,,,
2017,educational_support_activities,,,
2018,educational_support_activities,,,
2019,educational_support_activities,,,
2020,educational_support_activities,,,
2021,educational_support_activities,,,75.5
2022,educational_support_activities,,,75.4
2023,educational_support_activities,,,79.5
2024,educational_support_activities,,,78.5
2025,educational_support_activities,,,
2015,hospital_activities,,,
2016,hospital_activities,,,
2017,hospital_activities,,,
2018,hospital_activities,,,
2019,hospital_activities,,,
2020,hospital_activities,,,
2021,hospital_activities,,,37.4
2022,hospital_activities,,,39.1
2023,hospital_activities,,,40.3
2024,hospital_activities,,,41.5
2025,hospital_activities,,,
2015,general_medical_practice_activities,,,
2016,general_medical_practice_activities,,,
2017,general_medical_practice_activities,,,
2018,general_medical_practice_activities,,,
2019,general_medical_practice_activities,,,
2020,general_medical_practice_activities,,,
2021,general_medical_practice_activities,,,50.5
2022,general_medical_practice_activities,,,51.4
2023,general_medical_practice_activities,,,51.8
2024,general_medical_practice_activities,,,53.4
2025,general_medical_practice_activities,,,
2015,specialist_medical_practice_activities,,,
2016,specialist_medical_practice_activities,,,
2017,specialist_medical_practice_activities,,,
2018,specialist_medical_practice_activities,,,
2019,specialist_medical_practice_activities,,,
2020,specialist_medical_practice_activities,,,
2021,specialist_medical_practice_activities,,,45.9
2022,specialist_medical_practice_activities,,,44.6
2023,specialist_medical_practice_activities,,,45.7
2024,specialist_medical_practice_activities,,,49.0
2025,specialist_medical_practice_activities,,,
2015,dental_practice_activities,,,
2016,dental_practice_activities,,,
2017,dental_practice_activities,,,
2018,dental_practice_activities,,,
2019,dental_practice_activities,,,
2020,dental_practice_activities,,,
2021,dental_practice_activities,,,44.7
2022,dental_practice_activities,,,44.8
2023,dental_practice_activities,,,45.2
2024,dental_practice_activities,,,47.3
2025,dental_practice_activities,,,
2015,other_human_health_activities,,,
2016,other_human_health_activities,,,
2017,other_human_health_activities,,,
2018,other_human_health_activities,,,
2019,other_human_health_activities,,,
2020,other_human_health_activities,,,
2021,other_human_health_activities,,,57.7
2022,other_human_health_activities,,,59.3
2023,other_human_health_activities,,,60.0
2024,other_human_health_activities,,,60.0
2025,other_human_health_activities,,,
2015,residential_nursing_care_activities,,,
2016,residential_nursing_care_activities,,,
2017,residential_nursing_care_activities,,,
2018,residential_nursing_care_activities,,,
2019,residential_nursing_care_activities,,,
2020,residential_nursing_care_activities,,,
2021,residential_nursing_care_activities,,,32.6
2022,residential_nursing_care_activities,,,29.3
2023,residential_nursing_care_activities,,,28.6
2024,residential_nursing_care_activities,,,35.7
2025,residential_nursing_care_activities,,,
2015,residential_care_activities_for_mental_retardation_mental_health_and_substance_abuse,,,
2016,residential_care_activities_for_mental_retardation_mental_health_and_substance_abuse,,,
2017,residential_care_activities_for_mental_retardation_mental_health_and_substance_abuse,,,
2018,residential_care_activities_for_mental_retardation_mental_health_and_substance_abuse,,,
2019,residential_care_activities_for_mental_retardation_mental_health_and_substance_abuse,,,
2020,residential_care_activities_for_mental_retardation_mental_health_and_substance_abuse,,,
2021,residential_care_activities_for_mental_retardation_mental_health_and_substance_abuse,,,22.2
2022,residential_care_activities_for_mental_retardation_mental_health_and_substance_abuse,,,24.0
2023,residential_care_activities_for_mental_retardation_mental_health_and_substance_abuse,,,24.9
2024,residential_care_activities_for_mental_retardation_mental_health_and_substance_abuse,,,24.2
2025,residential_care_activities_for_mental_retardation_mental_health_and_substance_abuse,,,
2015,residential_care_activities_for_the_elderly_and_disabled,,,
2016,residential_care_activities_for_the_elderly_and_disabled,,,
2017,residential_care_activities_for_the_elderly_and_disabled,,,
2018,residential_care_activities_for_the_elderly_and_disabled,,,
2019,residential_care_activities_for_the_elderly_and_disabled,,,
2020,residential_care_activities_for_the_elderly_and_disabled,,,
2021,residential_care_activities_for_the_elderly_and_disabled,,,52.6
2022,residential_care_activities_for_the_elderly_and_disabled,,,52.2
2023,residential_care_activities_for_the_elderly_and_disabled,,,52.4
2024,residential_care_activities_for_the_elderly_and_disabled,,,52.0
2025,residential_care_activities_for_the_elderly_and_disabled,,,
2015,other_residential_care_activities,,,
2016,other_residential_care_activities,,,
2017,other_residential_care_activities,,,
2018,other_residential_care_activities,,,
2019,other_residential_care_activities,,,
2020,other_residential_care_activities,,,
2021,other_residential_care_activities,,,51.6
2022,other_residential_care_activities,,,51.0
2023,other_residential_care_activities,,,50.9
2024,other_residential_care_activities,,,50.5
2025,other_residential_care_activities,,,
2015,social_work_activities_without_accommodation_for_the_elderly_and_disabled,,,
2016,social_work_activities_without_accommodation_for_the_elderly_and_disabled,,,
2017,social_work_activities_without_accommodation_for_the_elderly_and_disabled,,,
2018,social_work_activities_without_accommodation_for_the_elderly_and_disabled,,,
2019,social_work_activities_without_accommodation_for_the_elderly_and_disabled,,,
2020,social_work_activities_without_accommodation_for_the_elderly_and_disabled,,,
2021,social_work_activities_without_accommodation_for_the_elderly_and_disabled,,,72.7
2022,social_work_activities_without_accommodation_for_the_elderly_and_disabled,,,74.0
2023,social_work_activities_without_accommodation_for_the_elderly_and_disabled,,,75.4
2024,social_work_activities_without_accommodation_for_the_elderly_and_disabled,,,75.8
2025,social_work_activities_without_accommodation_for_the_elderly_and_disabled,,,
2015,child_day_care_activities,,,
2016,child_day_care_activities,,,
2017,child_day_care_activities,,,
2018,child_day_care_activities,,,
2019,child_day_care_activities,,,
2020,child_day_care_activities,,,
2021,child_day_care_activities,,,87.1
2022,child_day_care_activities,,,83.0
2023,child_day_care_activities,,,84.8
2024,child_day_care_activities,,,84.6
2025,child_day_care_activities,,,
2015,other_social_work_activities_without_accommodation_n_e_c,,,
2016,other_social_work_activities_without_accommodation_n_e_c,,,
2017,other_social_work_activities_without_accommodation_n_e_c,,,
2018,other_social_work_activities_without_accommodation_n_e_c,,,
2019,other_social_work_activities_without_accommodation_n_e_c,,,
2020,other_social_work_activities_without_accommodation_n_e_c,,,
2021,other_social_work_activities_without_accommodation_n_e_c,,,40.9
2022,other_social_work_activities_without_accommodation_n_e_c,,,38.4
2023,other_social_work_activities_without_accommodation_n_e_c,,,37.6
2024,other_social_work_activities_without_accommodation_n_e_c,,,37.3
2025,other_social_work_activities_without_accommodation_n_e_c,,,
2015,performing_arts,,,
2016,performing_arts,,,
2017,performing_arts,,,
2018,performing_arts,,,
2019,performing_arts,,,
2020,performing_arts,,,
2021,performing_arts,,,61.6
2022,performing_arts,,,62.2
2023,performing_arts,,,64.2
2024,performing_arts,,,65.2
2025,performing_arts,,,
2015,support_activities_to_performing_arts,,,
2016,support_activities_to_performing_arts,,,
2017,support_activities_to_performing_arts,,,
2018,support_activities_to_performing_arts,,,
2019,support_activities_to_performing_arts,,,
2020,support_activities_to_performing_arts,,,
2021,support_activities_to_performing_arts,,,59.8
2022,support_activities_to_performing_arts,,,62.6
2023,support_activities_to_performing_arts,,,63.4
2024,support_activities_to_performing_arts,,,63.5
2025,support_activities_to_performing_arts,,,
2015,artistic_creation,,,
2016,artistic_creation,,,
2017,artistic_creation,,,
2018,artistic_creation,,,
2019,artistic_creation,,,
2020,artistic_creation,,,
2021,artistic_creation,,,42.1
2022,artistic_creation,,,34.6
2023,artistic_creation,,,40.5
2024,artistic_creation,,,45.5
2025,artistic_creation,,,
2015,operation_of_arts_facilities,,,
2016,operation_of_arts_facilities,,,
2017,operation_of_arts_facilities,,,
2018,operation_of_arts_facilities,,,
2019,operation_of_arts_facilities,,,
2020,operation_of_arts_facilities,,,
2021,operation_of_arts_facilities,,,72.5
2022,operation_of_arts_facilities,,,72.5
2023,operation_of_arts_facilities,,,72.4
2024,operation_of_arts_facilities,,,73.2
2025,operation_of_arts_facilities,,,
2015,library_and_archives_activities,,,
2016,library_and_archives_activities,,,
2017,library_and_archives_activities,,,
2018,library_and_archives_activities,,,
2019,library_and_archives_activities,,,
2020,library_and_archives_activities,,,
2021,library_and_archives_activities,,,93.1
2022,library_and_archives_activities,,,93.4
2023,library_and_archives_activities,,,93.1
2024,library_and_archives_activities,,,93.2
