Year,Infectious diseases,Age,Region,Value
2018,ill_3_m_m_r,age_vac_1_under_1_year,,72.7
2019,ill_3_m_m_r,age_vac_1_under_1_year,,78.9
2020,ill_3_m_m_r,age_vac_1_under_1_year,,79.2
2021,ill_3_m_m_r,age_vac_1_under_1_year,,66.1
2024,ill_3_m_m_r,age_vac_1_under_1_year,,82.5
2015,ill_3_m_m_r,age_vac_1_under_1_year,,70.1
2016,ill_3_m_m_r,age_vac_1_under_1_year,,72.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,,72.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,69.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,,45.6
2024,ill_3_m_m_r,age_vac_1_under_1_year,,92.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,,82.2
2016,ill_3_m_m_r,age_vac_1_under_1_year,,87.3
2017,ill_3_m_m_r,age_vac_1_under_1_year,,79.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,79.4
2019,ill_3_m_m_r,age_vac_1_under_1_year,,82.1
2020,ill_3_m_m_r,age_vac_1_under_1_year,,84.3
2021,ill_3_m_m_r,age_vac_1_under_1_year,,58.3
2022,ill_3_m_m_r,age_vac_1_under_1_year,,80.9
2023,ill_3_m_m_r,age_vac_1_under_1_year,,57.7
2024,ill_3_m_m_r,age_vac_1_under_1_year,,93.5
2016,ill_3_m_m_r,age_vac_1_under_1_year,,92.1
2017,ill_3_m_m_r,age_vac_1_under_1_year,,90
2019,ill_3_m_m_r,age_vac_1_under_1_year,,92.9
2020,ill_3_m_m_r,age_vac_1_under_1_year,,85.9
2021,ill_3_m_m_r,age_vac_1_under_1_year,,73.6
2022,ill_3_m_m_r,age_vac_1_under_1_year,,88.9
2023,ill_3_m_m_r,age_vac_1_under_1_year,,36.7
2015,ill_3_m_m_r,age_vac_1_under_1_year,,84.5
2016,ill_3_m_m_r,age_vac_1_under_1_year,,90.7
2018,ill_3_m_m_r,age_vac_1_under_1_year,,87.8
2019,ill_3_m_m_r,age_vac_1_under_1_year,,88.9
2020,ill_3_m_m_r,age_vac_1_under_1_year,,92.4
2021,ill_3_m_m_r,age_vac_1_under_1_year,,85
2022,ill_3_m_m_r,age_vac_1_under_1_year,,90.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,,38.8
2024,ill_3_m_m_r,age_vac_1_under_1_year,,88.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,,73.9
2016,ill_3_m_m_r,age_vac_1_under_1_year,,66.8
2017,ill_3_m_m_r,age_vac_1_under_1_year,,60.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,57.9
2020,ill_3_m_m_r,age_vac_1_under_1_year,,64
2021,ill_3_m_m_r,age_vac_1_under_1_year,,58.5
2022,ill_3_m_m_r,age_vac_1_under_1_year,,62.9
2023,ill_3_m_m_r,age_vac_1_under_1_year,,26.8
2024,ill_3_m_m_r,age_vac_1_under_1_year,,92.7
2015,ill_3_m_m_r,age_vac_1_under_1_year,,91.3
2016,ill_3_m_m_r,age_vac_1_under_1_year,,97.3
2019,ill_3_m_m_r,age_vac_1_under_1_year,,95.5
2021,ill_3_m_m_r,age_vac_1_under_1_year,,92.6
2022,ill_3_m_m_r,age_vac_1_under_1_year,,87.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,,71.4
2024,ill_3_m_m_r,age_vac_1_under_1_year,,100
2015,ill_3_m_m_r,age_vac_1_under_1_year,,75.5
2016,ill_3_m_m_r,age_vac_1_under_1_year,,74.3
2017,ill_3_m_m_r,age_vac_1_under_1_year,,66.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,63.9
2021,ill_3_m_m_r,age_vac_1_under_1_year,,61.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,,63
2024,ill_3_m_m_r,age_vac_1_under_1_year,,98.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,,89.7
2016,ill_3_m_m_r,age_vac_1_under_1_year,,91.5
2018,ill_3_m_m_r,age_vac_1_under_1_year,,91.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,,90.6
2020,ill_3_m_m_r,age_vac_1_under_1_year,,91.6
2021,ill_3_m_m_r,age_vac_1_under_1_year,,83.8
2022,ill_3_m_m_r,age_vac_1_under_1_year,,92.2
2023,ill_3_m_m_r,age_vac_1_under_1_year,,75
2024,ill_3_m_m_r,age_vac_1_under_1_year,,93.1
2016,ill_3_m_m_r,age_vac_1_under_1_year,,82.1
2017,ill_3_m_m_r,age_vac_1_under_1_year,,89.4
2018,ill_3_m_m_r,age_vac_1_under_1_year,,87.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,,78.2
2021,ill_3_m_m_r,age_vac_1_under_1_year,,73.1
2023,ill_3_m_m_r,age_vac_1_under_1_year,,49.6
2015,ill_3_m_m_r,age_vac_1_under_1_year,,93.7
2016,ill_3_m_m_r,age_vac_1_under_1_year,,97.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,,91.5
2019,ill_3_m_m_r,age_vac_1_under_1_year,,90
2020,ill_3_m_m_r,age_vac_1_under_1_year,,88
2021,ill_3_m_m_r,age_vac_1_under_1_year,,74.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,90.2
2023,ill_3_m_m_r,age_vac_1_under_1_year,,70.9
2024,ill_3_m_m_r,age_vac_1_under_1_year,,98.9
2015,ill_3_m_m_r,age_vac_1_under_1_year,,75.7
2016,ill_3_m_m_r,age_vac_1_under_1_year,,77.3
2017,ill_3_m_m_r,age_vac_1_under_1_year,,76
2018,ill_3_m_m_r,age_vac_1_under_1_year,,73.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,,71.7
2020,ill_3_m_m_r,age_vac_1_under_1_year,,72.8
2021,ill_3_m_m_r,age_vac_1_under_1_year,,69.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,,74.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,,42.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,,73.5
2016,ill_3_m_m_r,age_vac_1_under_1_year,,74.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,,71.5
2018,ill_3_m_m_r,age_vac_1_under_1_year,,70.6
2019,ill_3_m_m_r,age_vac_1_under_1_year,,75.4
2023,ill_3_m_m_r,age_vac_1_under_1_year,,40.7
2024,ill_3_m_m_r,age_vac_1_under_1_year,,94.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,72.1
2016,ill_3_m_m_r,age_vac_1_under_1_year,,66
2017,ill_3_m_m_r,age_vac_1_under_1_year,,80.1
2020,ill_3_m_m_r,age_vac_1_under_1_year,,69.7
2021,ill_3_m_m_r,age_vac_1_under_1_year,,77
2022,ill_3_m_m_r,age_vac_1_under_1_year,,86
2023,ill_3_m_m_r,age_vac_1_under_1_year,,46.2
2024,ill_3_m_m_r,age_vac_1_under_1_year,,85.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,78.1
2017,ill_3_m_m_r,age_vac_1_under_1_year,,73.7
2018,ill_3_m_m_r,age_vac_1_under_1_year,,73.6
2019,ill_3_m_m_r,age_vac_1_under_1_year,,74.9
2020,ill_3_m_m_r,age_vac_1_under_1_year,,76
2021,ill_3_m_m_r,age_vac_1_under_1_year,,65.4
2023,ill_3_m_m_r,age_vac_1_under_1_year,,54.1
2024,ill_3_m_m_r,age_vac_1_under_1_year,,86
2016,ill_3_m_m_r,age_vac_1_under_1_year,,93.3
2017,ill_3_m_m_r,age_vac_1_under_1_year,,86
2018,ill_3_m_m_r,age_vac_1_under_1_year,,87.6
2019,ill_3_m_m_r,age_vac_1_under_1_year,,93.8
2020,ill_3_m_m_r,age_vac_1_under_1_year,,97.1
2021,ill_3_m_m_r,age_vac_1_under_1_year,,72.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,,88.1
2024,ill_3_m_m_r,age_vac_1_under_1_year,,99.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,,73.4
2016,ill_3_m_m_r,age_vac_1_under_1_year,,77.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,,76.2
2018,ill_3_m_m_r,age_vac_1_under_1_year,,64.7
2020,ill_3_m_m_r,age_vac_1_under_1_year,,72.6
2021,ill_3_m_m_r,age_vac_1_under_1_year,,77.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,60.9
2023,ill_3_m_m_r,age_vac_1_under_1_year,,30.6
2024,ill_3_m_m_r,age_vac_1_under_1_year,,87.4
2015,ill_3_m_m_r,age_vac_1_under_1_year,,85.3
2019,ill_3_m_m_r,age_vac_1_under_1_year,,81.4
2020,ill_3_m_m_r,age_vac_1_under_1_year,,70.9
2021,ill_3_m_m_r,age_vac_1_under_1_year,,78.8
2023,ill_3_m_m_r,age_vac_1_under_1_year,,14.7
2024,ill_3_m_m_r,age_vac_1_under_1_year,,81.9
2015,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,93
2016,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,98.6
2017,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,93.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,99.7
2019,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,91.7
2020,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,98.4
2021,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,88.3
2022,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,99.8
2023,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,100
2024,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,100
2015,ill_3_m_m_r,age_vac_1_under_1_year,,68.9
2016,ill_3_m_m_r,age_vac_1_under_1_year,,66.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,,63.4
2019,ill_3_m_m_r,age_vac_1_under_1_year,,72.9
2021,ill_3_m_m_r,age_vac_1_under_1_year,,68.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,68.8
2023,ill_3_m_m_r,age_vac_1_under_1_year,,40.2
2024,ill_3_m_m_r,age_vac_1_under_1_year,,74
2015,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,70
2016,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,69.8
2017,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,63.7
2018,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,54.6
2019,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,78.5
2020,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,76.8
2021,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,66.7
2022,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,72.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,44.2
2024,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,76
2015,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,79.5
2016,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,78.1
2017,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,85.3
2018,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,79.6
2019,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,79.9
2021,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,85.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,90.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,56
2024,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,81.6
2015,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,64.1
2016,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,65.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,64.6
2018,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,59.4
2019,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,65.7
2020,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,66.5
2021,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,71.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,64.8
2023,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,19
2024,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,62.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,53.4
2016,ill_3_m_m_r,age_vac_1_under_1_year,,55.3
2017,ill_3_m_m_r,age_vac_1_under_1_year,,64.2
2018,ill_3_m_m_r,age_vac_1_under_1_year,,41
2019,ill_3_m_m_r,age_vac_1_under_1_year,,64.1
2021,ill_3_m_m_r,age_vac_1_under_1_year,,64.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,,63.3
2023,ill_3_m_m_r,age_vac_1_under_1_year,,53.5
2024,ill_3_m_m_r,age_vac_1_under_1_year,,76.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,69.8
2016,ill_3_m_m_r,age_vac_1_under_1_year,,70
2017,ill_3_m_m_r,age_vac_1_under_1_year,,61.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,64.5
2019,ill_3_m_m_r,age_vac_1_under_1_year,,73.4
2020,ill_3_m_m_r,age_vac_1_under_1_year,,79.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,,29.3
2015,ill_3_m_m_r,age_vac_1_under_1_year,,74.4
2017,ill_3_m_m_r,age_vac_1_under_1_year,,73.5
2018,ill_3_m_m_r,age_vac_1_under_1_year,,59.4
2020,ill_3_m_m_r,age_vac_1_under_1_year,,74.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,65
2023,ill_3_m_m_r,age_vac_1_under_1_year,,40.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,,80.1
2016,ill_3_m_m_r,age_vac_1_under_1_year,,50.9
2017,ill_3_m_m_r,age_vac_1_under_1_year,,46.2
2018,ill_3_m_m_r,age_vac_1_under_1_year,,40.9
2020,ill_3_m_m_r,age_vac_1_under_1_year,,58.1
2021,ill_3_m_m_r,age_vac_1_under_1_year,,44.3
2022,ill_3_m_m_r,age_vac_1_under_1_year,,49.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,,19.7
2016,ill_3_m_m_r,age_vac_1_under_1_year,,67
2017,ill_3_m_m_r,age_vac_1_under_1_year,,52.8
2018,ill_3_m_m_r,age_vac_1_under_1_year,,42.5
2019,ill_3_m_m_r,age_vac_1_under_1_year,,78
2020,ill_3_m_m_r,age_vac_1_under_1_year,,78.9
2021,ill_3_m_m_r,age_vac_1_under_1_year,,60.1
2022,ill_3_m_m_r,age_vac_1_under_1_year,,64.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,,28.6
2024,ill_3_m_m_r,age_vac_1_under_1_year,,70.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,,86.3
2017,ill_3_m_m_r,age_vac_1_under_1_year,,76.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,74.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,,77.4
2023,ill_3_m_m_r,age_vac_1_under_1_year,,40.6
2024,ill_3_m_m_r,age_vac_1_under_1_year,,85.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,,90.9
2019,ill_3_m_m_r,age_vac_1_under_1_year,,97.6
2020,ill_3_m_m_r,age_vac_1_under_1_year,,86.8
2021,ill_3_m_m_r,age_vac_1_under_1_year,,79.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,73.1
2023,ill_3_m_m_r,age_vac_1_under_1_year,,35.6
2024,ill_3_m_m_r,age_vac_1_under_1_year,,86.7
2015,ill_3_m_m_r,age_vac_1_under_1_year,,6.8
2016,ill_3_m_m_r,age_vac_1_under_1_year,,6.6
2017,ill_3_m_m_r,age_vac_1_under_1_year,,3.2
2018,ill_3_m_m_r,age_vac_1_under_1_year,,4.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,,7.1
2020,ill_3_m_m_r,age_vac_1_under_1_year,,6.1
2021,ill_3_m_m_r,age_vac_1_under_1_year,,3.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,2.8
2023,ill_3_m_m_r,age_vac_1_under_1_year,,1.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,,7.6
2015,ill_3_m_m_r,age_vac_1_under_1_year,,61.5
2016,ill_3_m_m_r,age_vac_1_under_1_year,,51.6
2017,ill_3_m_m_r,age_vac_1_under_1_year,,43.3
2018,ill_3_m_m_r,age_vac_1_under_1_year,,39.3
2019,ill_3_m_m_r,age_vac_1_under_1_year,,68.6
2020,ill_3_m_m_r,age_vac_1_under_1_year,,61.7
2021,ill_3_m_m_r,age_vac_1_under_1_year,,59.9
2022,ill_3_m_m_r,age_vac_1_under_1_year,,60.1
2023,ill_3_m_m_r,age_vac_1_under_1_year,,41.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,,78.9
2016,ill_3_m_m_r,age_vac_1_under_1_year,,66.9
2017,ill_3_m_m_r,age_vac_1_under_1_year,,61.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,54
2019,ill_3_m_m_r,age_vac_1_under_1_year,,74.7
2020,ill_3_m_m_r,age_vac_1_under_1_year,,85.3
2021,ill_3_m_m_r,age_vac_1_under_1_year,,64.6
2022,ill_3_m_m_r,age_vac_1_under_1_year,,63.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,,53.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,,64.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,,62.3
2016,ill_3_m_m_r,age_vac_1_under_1_year,,55.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,,58.5
2018,ill_3_m_m_r,age_vac_1_under_1_year,,51.6
2019,ill_3_m_m_r,age_vac_1_under_1_year,,70.2
2020,ill_3_m_m_r,age_vac_1_under_1_year,,64.6
2021,ill_3_m_m_r,age_vac_1_under_1_year,,63
2022,ill_3_m_m_r,age_vac_1_under_1_year,,59
2023,ill_3_m_m_r,age_vac_1_under_1_year,,57
2015,ill_3_m_m_r,age_vac_1_under_1_year,,86.1
2016,ill_3_m_m_r,age_vac_1_under_1_year,,85.3
2017,ill_3_m_m_r,age_vac_1_under_1_year,,79.8
2018,ill_3_m_m_r,age_vac_1_under_1_year,,77.7
2019,ill_3_m_m_r,age_vac_1_under_1_year,,94.7
2020,ill_3_m_m_r,age_vac_1_under_1_year,,95.5
2021,ill_3_m_m_r,age_vac_1_under_1_year,,90.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,,87
2023,ill_3_m_m_r,age_vac_1_under_1_year,,68
2024,ill_3_m_m_r,age_vac_1_under_1_year,,94.9
2016,ill_3_m_m_r,age_vac_1_under_1_year,,85.7
2019,ill_3_m_m_r,age_vac_1_under_1_year,,87.7
2020,ill_3_m_m_r,age_vac_1_under_1_year,,83.7
2024,ill_3_m_m_r,age_vac_1_under_1_year,,85.7
2015,ill_3_m_m_r,age_vac_1_under_1_year,,84.4
2016,ill_3_m_m_r,age_vac_1_under_1_year,,85.8
2017,ill_3_m_m_r,age_vac_1_under_1_year,,82.4
2018,ill_3_m_m_r,age_vac_1_under_1_year,,84.1
2019,ill_3_m_m_r,age_vac_1_under_1_year,,82.6
2020,ill_3_m_m_r,age_vac_1_under_1_year,,86.4
2021,ill_3_m_m_r,age_vac_1_under_1_year,,84.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,,59.8
2015,ill_3_m_m_r,age_vac_1_under_1_year,,66.1
2017,ill_3_m_m_r,age_vac_1_under_1_year,,58.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,54.5
2020,ill_3_m_m_r,age_vac_1_under_1_year,,67.9
2022,ill_3_m_m_r,age_vac_1_under_1_year,,67.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,,51.6
2024,ill_3_m_m_r,age_vac_1_under_1_year,,71.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,,45.5
2016,ill_3_m_m_r,age_vac_1_under_1_year,,42.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,,42.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,,43
2019,ill_3_m_m_r,age_vac_1_under_1_year,,47.4
2020,ill_3_m_m_r,age_vac_1_under_1_year,,43.1
2021,ill_3_m_m_r,age_vac_1_under_1_year,,40.5
2022,ill_3_m_m_r,age_vac_1_under_1_year,,42.3
2023,ill_3_m_m_r,age_vac_1_under_1_year,,19.2
2024,ill_3_m_m_r,age_vac_1_under_1_year,,53.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,,9.6
2016,ill_3_m_m_r,age_vac_1_under_1_year,,7.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,,4.5
2018,ill_3_m_m_r,age_vac_1_under_1_year,,5.1
2020,ill_3_m_m_r,age_vac_1_under_1_year,,24.6
2021,ill_3_m_m_r,age_vac_1_under_1_year,,39.7
2022,ill_3_m_m_r,age_vac_1_under_1_year,,45.8
2023,ill_3_m_m_r,age_vac_1_under_1_year,,15.6
2024,ill_3_m_m_r,age_vac_1_under_1_year,,36.7
2019,ill_3_m_m_r,age_vac_1_under_1_year,,82.4
2023,ill_3_m_m_r,age_vac_1_under_1_year,,37
2024,ill_3_m_m_r,age_vac_1_under_1_year,,75.6
2015,ill_3_m_m_r,age_vac_1_under_1_year,,90.7
2016,ill_3_m_m_r,age_vac_1_under_1_year,,85.5
2018,ill_3_m_m_r,age_vac_1_under_1_year,,77.6
2020,ill_3_m_m_r,age_vac_1_under_1_year,,91.1
2021,ill_3_m_m_r,age_vac_1_under_1_year,,79.7
2022,ill_3_m_m_r,age_vac_1_under_1_year,,84.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,,57.2
2024,ill_3_m_m_r,age_vac_1_under_1_year,,94.2
2017,ill_3_m_m_r,age_vac_1_under_1_year,,60.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,,52.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,,81.5
2020,ill_3_m_m_r,age_vac_1_under_1_year,,80.3
2022,ill_3_m_m_r,age_vac_1_under_1_year,,64.5
2023,ill_3_m_m_r,age_vac_1_under_1_year,,25.8
2024,ill_3_m_m_r,age_vac_1_under_1_year,,82.9
2015,ill_3_m_m_r,age_vac_1_under_1_year,,77
2016,ill_3_m_m_r,age_vac_1_under_1_year,,79.6
2017,ill_3_m_m_r,age_vac_1_under_1_year,,72.6
2018,ill_3_m_m_r,age_vac_1_under_1_year,,68
2019,ill_3_m_m_r,age_vac_1_under_1_year,,82.3
2020,ill_3_m_m_r,age_vac_1_under_1_year,,82.6
2022,ill_3_m_m_r,age_vac_1_under_1_year,,85.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,,48.5
2024,ill_3_m_m_r,age_vac_1_under_1_year,,76.6
2015,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,78.2
2016,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,85.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,86.9
2018,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,92.9
2019,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,77.8
2020,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,86.5
2021,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,80.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,93.9
2023,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,97
2024,ill_3_m_m_r,age_vac_1_under_1_year,35_reg_Kyiv_city,81.9
2015,ill_3_m_m_r,age_vac_1_under_1_year,,84.9
2019,ill_3_m_m_r,age_vac_1_under_1_year,,83.4
2020,ill_3_m_m_r,age_vac_1_under_1_year,,82.7
2022,ill_3_m_m_r,age_vac_1_under_1_year,,78.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,,86.4
2015,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,85.2
2016,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,89.5
2017,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,82.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,73.2
2019,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,79.5
2020,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,83.7
2021,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,67.5
2022,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,73.3
2023,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,48.3
2024,ill_3_m_m_r,age_vac_1_under_1_year,11_reg_Vinnytsya,86.1
2015,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,85
2016,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,85.6
2017,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,89
2018,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,88
2019,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,83.5
2020,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,84.8
2021,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,81.2
2022,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,89.7
2023,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,59
2024,ill_3_m_m_r,age_vac_1_under_1_year,12_reg_Volyn,76.2
2015,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,84.5
2016,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,94.7
2017,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,91.1
2018,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,85.1
2019,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,82.2
2020,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,85.2
2021,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,71.9
2022,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,77
2023,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,35.5
2024,ill_3_m_m_r,age_vac_1_under_1_year,13_reg_Dnipropetrovsk,90.4
2015,ill_3_m_m_r,age_vac_1_under_1_year,,79.4
2016,ill_3_m_m_r,age_vac_1_under_1_year,,78.8
2017,ill_3_m_m_r,age_vac_1_under_1_year,,82.2
2021,ill_3_m_m_r,age_vac_1_under_1_year,,80.4
2022,ill_3_m_m_r,age_vac_1_under_1_year,,75.6
2023,ill_3_m_m_r,age_vac_1_under_1_year,,55.9
2024,ill_3_m_m_r,age_vac_1_under_1_year,,93
2018,ill_3_m_m_r,age_vac_1_under_1_year,,84.5
2020,ill_3_m_m_r,age_vac_1_under_1_year,,81.5
2024,ill_3_m_m_r,age_vac_1_under_1_year,,95.4
2016,ill_3_m_m_r,age_vac_1_under_1_year,,81.5
2018,ill_3_m_m_r,age_vac_1_under_1_year,,78.7
2019,ill_3_m_m_r,age_vac_1_under_1_year,,70.6
